Period,Sales +,Expenses +,Operating Profit,OPM %,Other Income +,Interest,Depreciation,Profit before tax,Tax %,Net Profit +,EPS in Rs,Dividend Payout %,Equity Capital,Reserves,Borrowings +,Other Liabilities +,Total Liabilities,Fixed Assets +,CWIP,Investments,Other Assets +,Total Assets,Ticker,Revenue +,Financing Profit,Financing Margin %,Borrowing,Deposits,Raw PDF
Mar 2023,6668.0,6297.0,371.0,6%,127.0,15.0,185.0,297.0,25%,224.0,17.26,29%,127.0,3393.0,112.0,2268.0,5900.0,1917.0,20.0,0.0,3963.0,5900.0,WHIRLPOOL.NS,,,,,,
Mar 2024,6830.0,6427.0,403.0,6%,145.0,30.0,210.0,307.0,27%,224.0,17.11,29%,127.0,3562.0,231.0,2165.0,6084.0,1932.0,21.0,0.0,4131.0,6084.0,WHIRLPOOL.NS,,,,,,
Mar 2025,7919.0,7369.0,550.0,7%,198.0,45.0,213.0,490.0,26%,363.0,28.3,18%,127.0,3823.0,284.0,2489.0,6723.0,1913.0,49.0,0.0,4761.0,6723.0,WHIRLPOOL.NS,,,,,,
Mar 2015,46951.0,36652.0,10299.0,22%,2450.0,350.0,1175.0,11224.0,22%,8714.0,6.58,34%,494.0,36598.0,7891.0,13367.0,58350.0,10837.0,395.0,5532.0,41586.0,58350.0,WIPRO.NS,,,,,,
Mar 2016,51244.0,40448.0,10796.0,21%,2752.0,558.0,1496.0,11494.0,22%,8957.0,6.76,17%,494.0,45651.0,12522.0,12924.0,71590.0,17279.0,381.0,20915.0,33016.0,71590.0,WIPRO.NS,,,,,,
Mar 2017,55448.0,44128.0,11321.0,20%,2623.0,594.0,2310.0,11039.0,23%,8518.0,6.55,6%,486.0,51184.0,14241.0,12761.0,78672.0,19886.0,738.0,29913.0,28135.0,78672.0,WIPRO.NS,,,,,,
Mar 2018,54487.0,44100.0,10387.0,19%,2550.0,583.0,2112.0,10242.0,22%,8003.0,6.63,6%,905.0,47022.0,13901.0,13563.0,75391.0,18127.0,1378.0,25797.0,30090.0,75391.0,WIPRO.NS,,,,,,
Mar 2019,59019.0,47406.0,11613.0,20%,2614.0,738.0,1947.0,11542.0,22%,9018.0,7.46,7%,1207.0,55216.0,9947.0,16217.0,82586.0,17465.0,2142.0,22887.0,40093.0,82586.0,WIPRO.NS,,,,,,
Mar 2020,61138.0,48795.0,12342.0,20%,2728.0,733.0,2086.0,12252.0,20%,9772.0,8.51,6%,1143.0,54179.0,9724.0,15954.0,81000.0,22062.0,1881.0,20032.0,37024.0,81000.0,WIPRO.NS,,,,,,
Mar 2021,61935.0,47164.0,14771.0,24%,2404.0,509.0,2763.0,13903.0,22%,10868.0,9.85,5%,1096.0,53805.0,10451.0,17213.0,82566.0,23040.0,1853.0,18775.0,38898.0,82566.0,WIPRO.NS,,,,,,
Mar 2022,79312.0,62628.0,16684.0,21%,2067.0,532.0,3078.0,15141.0,19%,12243.0,11.15,27%,1096.0,64307.0,17593.0,24280.0,107276.0,37990.0,1602.0,26154.0,41531.0,107276.0,WIPRO.NS,,,,,,
Mar 2023,90488.0,73649.0,16839.0,19%,2275.0,1008.0,3340.0,14766.0,23%,11366.0,10.34,5%,1098.0,76570.0,17467.0,21789.0,116924.0,44757.0,617.0,33073.0,38477.0,116924.0,WIPRO.NS,,,,,,
Mar 2024,89760.0,73008.0,16752.0,19%,2631.0,1255.0,3407.0,14721.0,25%,11112.0,10.57,5%,1045.0,73488.0,16465.0,23611.0,114609.0,43628.0,723.0,33384.0,36873.0,114609.0,WIPRO.NS,,,,,,
Mar 2025,89088.0,71067.0,18021.0,20%,3909.0,1477.0,2958.0,17496.0,24%,13218.0,12.54,48%,2094.0,80270.0,19204.0,26362.0,127929.0,45187.0,196.0,43926.0,38620.0,127929.0,WIPRO.NS,,,,,,
Mar 2026,92624.0,74813.0,17811.0,19%,3899.0,1458.0,2911.0,17342.0,24%,13266.0,12.58,87%,2098.0,85921.0,20291.0,33098.0,141408.0,51690.0,412.0,46786.0,42520.0,141408.0,WIPRO.NS,,,,,,
Mar 2015,,2548.0,,,2048.0,8083.0,86.0,2902.0,31%,1997.0,9.56,19%,418.0,11248.0,,7098.0,136143.0,296.0,26.0,43193.0,92628.0,136143.0,YESBANK.NS,11572.0,940.0,8%,26220.0,91159.0,
Mar 2016,,3429.0,,,2729.0,8965.0,112.0,3756.0,33%,2530.0,12.03,17%,421.0,13342.0,,8117.0,165243.0,414.0,60.0,48788.0,115980.0,165243.0,YESBANK.NS,13533.0,1139.0,8%,31659.0,111704.0,
Mar 2017,,4790.0,,,4218.0,10627.0,173.0,5053.0,34%,3340.0,14.63,16%,456.0,21583.0,,11556.0,215060.0,612.0,75.0,49982.0,164391.0,215060.0,YESBANK.NS,16425.0,1008.0,6%,38607.0,142857.0,
Mar 2018,,6595.0,,,5293.0,12529.0,232.0,6205.0,32%,4233.0,18.38,15%,461.0,25292.0,,11115.0,312450.0,765.0,72.0,68293.0,243319.0,312450.0,YESBANK.NS,20269.0,1144.0,6%,74894.0,200689.0,
Mar 2019,,11834.0,,,4675.0,19811.0,305.0,2349.0,27%,1709.0,7.38,27%,463.0,26424.0,,17990.0,380860.0,778.0,51.0,89329.0,290701.0,380860.0,YESBANK.NS,29624.0,-2021.0,-7%,108424.0,227558.0,
Mar 2020,,39246.0,,,11956.0,19258.0,342.0,-20838.0,-21%,-16433.0,-13.09,0%,2510.0,19185.0,,17036.0,257832.0,730.0,294.0,43748.0,213061.0,257832.0,YESBANK.NS,26052.0,-32452.0,-125%,113790.0,105311.0,
Mar 2021,,14937.0,,,3107.0,12611.0,360.0,-4762.0,-27%,-3489.0,-1.39,0%,5011.0,28127.0,,13660.0,273593.0,2096.0,63.0,43115.0,228320.0,273593.0,YESBANK.NS,20039.0,-7509.0,-37%,63949.0,162846.0,
Mar 2022,,8058.0,,,3405.0,12528.0,403.0,1434.0,26%,1064.0,0.42,0%,5011.0,28688.0,,15476.0,318578.0,2016.0,125.0,51754.0,264683.0,318578.0,YESBANK.NS,19019.0,-1568.0,-8%,72340.0,197063.0,
Mar 2023,,10371.0,,,3883.0,14800.0,433.0,981.0,25%,736.0,0.26,0%,5751.0,34967.0,,19350.0,355204.0,2156.0,296.0,76749.0,276003.0,355204.0,YESBANK.NS,22702.0,-2468.0,-11%,77754.0,217382.0,
Mar 2024,,11350.0,,,5355.0,19527.0,546.0,1538.0,16%,1285.0,0.45,0%,5754.0,36402.0,,17469.0,406362.0,2509.0,357.0,89997.0,313499.0,406362.0,YESBANK.NS,27606.0,-3272.0,-12%,80508.0,266230.0,
Mar 2025,,11360.0,,,6157.0,21998.0,493.0,3224.0,24%,2447.0,0.78,0%,6271.0,41562.0,,19892.0,424116.0,2872.0,206.0,84725.0,336313.0,424116.0,YESBANK.NS,30919.0,-2439.0,-8%,71971.0,284420.0,
Mar 2026,,12199.0,,,7084.0,20450.0,0.0,4643.0,24%,3512.0,1.12,0%,6276.0,44882.0,,34626.0,470204.0,3198.0,0.0,87755.0,379251.0,470204.0,YESBANK.NS,30208.0,-2441.0,-8%,65451.0,318969.0,
Mar 2014,4422.0,3215.0,1207.0,27%,178.0,16.0,50.0,1319.0,33%,890.0,9.29,24%,96.0,2625.0,2020.0,1291.0,6032.0,1073.0,100.0,829.0,4030.0,6032.0,ZEEL.NS,,,,,,
Mar 2015,4884.0,3624.0,1260.0,26%,222.0,10.0,67.0,1404.0,31%,972.0,10.18,22%,96.0,3435.0,2021.0,1454.0,7006.0,1138.0,88.0,976.0,4805.0,7006.0,ZEEL.NS,,,,,,
Mar 2016,5812.0,4386.0,1427.0,25%,183.0,160.0,78.0,1373.0,40%,824.0,8.57,26%,96.0,4708.0,1716.0,1446.0,7966.0,1333.0,110.0,1148.0,5375.0,7966.0,ZEEL.NS,,,,,,
Mar 2017,6434.0,4711.0,1723.0,27%,1430.0,137.0,115.0,2901.0,23%,2220.0,23.13,11%,96.0,6594.0,2203.0,1364.0,10258.0,916.0,156.0,1343.0,7843.0,10258.0,ZEEL.NS,,,,,,
Mar 2018,6686.0,4605.0,2081.0,31%,565.0,145.0,182.0,2319.0,36%,1478.0,15.4,19%,96.0,7466.0,1526.0,2042.0,11130.0,1476.0,92.0,1529.0,8033.0,11130.0,ZEEL.NS,,,,,,
Mar 2019,7934.0,5370.0,2564.0,32%,236.0,130.0,235.0,2434.0,36%,1567.0,16.32,21%,96.0,8828.0,1114.0,2895.0,12933.0,1414.0,156.0,976.0,10386.0,12933.0,ZEEL.NS,,,,,,
Mar 2020,8130.0,6870.0,1260.0,15%,112.0,145.0,271.0,956.0,45%,525.0,5.48,5%,96.0,9248.0,650.0,2424.0,12418.0,1315.0,83.0,325.0,10695.0,12418.0,ZEEL.NS,,,,,,
Mar 2021,7730.0,6123.0,1606.0,21%,-29.0,57.0,265.0,1256.0,37%,793.0,8.33,30%,96.0,9998.0,423.0,2301.0,12819.0,1191.0,75.0,798.0,10754.0,12819.0,ZEEL.NS,,,,,,
Mar 2022,8186.0,6409.0,1777.0,22%,-111.0,44.0,221.0,1400.0,32%,956.0,10.04,30%,96.0,10767.0,76.0,2300.0,13240.0,1225.0,87.0,65.0,11862.0,13240.0,ZEEL.NS,,,,,,
Mar 2023,8088.0,6981.0,1107.0,14%,-459.0,70.0,313.0,264.0,82%,48.0,0.5,0%,96.0,10626.0,282.0,2724.0,13728.0,1360.0,19.0,35.0,12315.0,13728.0,ZEEL.NS,,,,,,
Mar 2024,8637.0,7726.0,911.0,11%,-206.0,72.0,309.0,323.0,56%,141.0,1.47,68%,96.0,10777.0,230.0,2347.0,13450.0,1204.0,10.0,39.0,12197.0,13450.0,ZEEL.NS,,,,,,
Mar 2025,8294.0,7082.0,1212.0,15%,17.0,33.0,278.0,918.0,26%,680.0,7.07,34%,96.0,11437.0,321.0,1880.0,13734.0,1005.0,1.0,1195.0,11533.0,13734.0,ZEEL.NS,,,,,,
Mar 2014,7224.0,6021.0,1203.0,17%,30.0,90.0,201.0,942.0,11%,836.0,7.85,23%,102.0,3337.0,2700.0,1847.0,7986.0,3124.0,892.0,87.0,3885.0,7986.0,ZYDUSLIFE.NS,,,,,,
Mar 2015,8651.0,6896.0,1756.0,20%,45.0,68.0,287.0,1446.0,18%,1188.0,11.24,21%,102.0,4149.0,2651.0,2144.0,9047.0,3352.0,798.0,154.0,4743.0,9047.0,ZYDUSLIFE.NS,,,,,,
Mar 2016,9427.0,7095.0,2332.0,25%,112.0,53.0,292.0,2099.0,8%,1964.0,18.89,17%,102.0,5597.0,2442.0,2208.0,10350.0,3748.0,951.0,416.0,5235.0,10350.0,ZYDUSLIFE.NS,,,,,,
Mar 2017,9376.0,7474.0,1902.0,20%,127.0,45.0,373.0,1612.0,8%,1517.0,14.53,22%,102.0,6858.0,5207.0,2937.0,15104.0,5755.0,1543.0,435.0,7371.0,15104.0,ZYDUSLIFE.NS,,,,,,
Mar 2018,11905.0,9074.0,2831.0,24%,111.0,91.0,539.0,2312.0,24%,1810.0,17.35,20%,102.0,8642.0,5407.0,3632.0,17783.0,6483.0,1527.0,746.0,9028.0,17783.0,ZYDUSLIFE.NS,,,,,,
Mar 2019,13166.0,10174.0,2991.0,23%,183.0,194.0,599.0,2382.0,22%,1899.0,18.06,19%,102.0,10284.0,7899.0,4945.0,23231.0,12164.0,837.0,674.0,9556.0,23231.0,ZYDUSLIFE.NS,,,,,,
Mar 2020,14253.0,11455.0,2798.0,20%,-264.0,342.0,696.0,1495.0,21%,1204.0,11.49,30%,102.0,10273.0,7986.0,5115.0,23477.0,12230.0,742.0,765.0,9740.0,23477.0,ZYDUSLIFE.NS,,,,,,
Mar 2021,15102.0,11758.0,3344.0,22%,-171.0,164.0,725.0,2285.0,6%,2185.0,20.84,17%,102.0,12890.0,4584.0,6189.0,23765.0,12133.0,783.0,830.0,10019.0,23765.0,ZYDUSLIFE.NS,,,,,,
Mar 2022,15265.0,11923.0,3342.0,22%,2581.0,127.0,713.0,5084.0,10%,4618.0,43.83,6%,102.0,16897.0,4221.0,6421.0,27642.0,12253.0,661.0,3288.0,11439.0,27642.0,ZYDUSLIFE.NS,,,,,,
Mar 2023,17237.0,13378.0,3860.0,22%,-422.0,130.0,723.0,2585.0,23%,2092.0,19.37,31%,101.0,17415.0,1195.0,6851.0,25562.0,11521.0,1201.0,1547.0,11294.0,25562.0,ZYDUSLIFE.NS,,,,,,
Mar 2024,19547.0,14163.0,5384.0,28%,293.0,81.0,764.0,4832.0,20%,3973.0,38.36,8%,101.0,19729.0,804.0,8201.0,28834.0,12368.0,2423.0,1220.0,12822.0,28834.0,ZYDUSLIFE.NS,,,,,,
Mar 2025,23242.0,16183.0,7058.0,30%,50.0,166.0,916.0,6027.0,23%,4673.0,44.97,24%,101.0,23852.0,3213.0,9523.0,36689.0,13134.0,2692.0,6408.0,14456.0,36689.0,ZYDUSLIFE.NS,,,,,,
Mar 2019,6793.0,5838.0,955.0,14%,43.0,7.0,261.0,730.0,34%,483.0,28.29,25%,17.0,3318.0,58.0,1102.0,4496.0,1813.0,315.0,20.0,2348.0,4496.0,ARE&M.NS,,,,,,
Mar 2020,6839.0,5741.0,1099.0,16%,55.0,12.0,301.0,841.0,21%,661.0,38.69,28%,17.0,3638.0,84.0,1261.0,5000.0,1829.0,827.0,156.0,2189.0,5000.0,ARE&M.NS,,,,,,
Mar 2021,7150.0,6033.0,1117.0,16%,86.0,11.0,319.0,873.0,26%,647.0,37.87,29%,17.0,4193.0,92.0,1495.0,5797.0,2455.0,399.0,280.0,2663.0,5797.0,ARE&M.NS,,,,,,
Mar 2022,8697.0,7666.0,1031.0,12%,71.0,15.0,396.0,691.0,26%,513.0,30.01,15%,17.0,4535.0,126.0,1698.0,6376.0,2492.0,830.0,77.0,2977.0,6376.0,ARE&M.NS,,,,,,
Mar 2023,10392.0,8945.0,1447.0,14%,29.0,30.0,450.0,997.0,27%,731.0,42.79,14%,17.0,5990.0,201.0,1753.0,7961.0,3747.0,249.0,427.0,3538.0,7961.0,ARE&M.NS,,,,,,
Mar 2024,11708.0,10046.0,1662.0,14%,106.0,34.0,484.0,1250.0,25%,934.0,51.05,19%,18.0,6780.0,157.0,2021.0,8976.0,3807.0,641.0,714.0,3814.0,8976.0,ARE&M.NS,,,,,,
Mar 2025,12846.0,11225.0,1622.0,13%,222.0,44.0,526.0,1273.0,26%,945.0,51.61,20%,18.0,7371.0,261.0,2511.0,10161.0,4014.0,1298.0,682.0,4167.0,10161.0,ARE&M.NS,,,,,,
Mar 2015,2289,1977,312,14%,48,0,15,344,34%,229,107.75,29%,21.0,916.0,0.0,436.0,1374.0,96.0,4.0,0.0,1274.0,1374.0,ABBOTINDIA.NS,,,,,,
Mar 2016,2614,2250,365,14%,50,3,14,398,36%,255,120.12,29%,21.0,1174.0,0.0,421.0,1616.0,108.0,3.0,0.0,1505.0,1616.0,ABBOTINDIA.NS,,,,,,
Mar 2017,2903,2505,398,14%,57,2,16,436,37%,277,130.19,31%,21.0,1366.0,0.0,679.0,2066.0,110.0,6.0,0.0,1950.0,2066.0,ABBOTINDIA.NS,,,,,,
Mar 2018,3298,2774,525,16%,117,4,16,621,35%,401,188.82,29%,21.0,1672.0,0.0,723.0,2416.0,81.0,2.0,0.0,2333.0,2416.0,ABBOTINDIA.NS,,,,,,
Mar 2019,3679,3074,605,16%,113,2,17,699,36%,450,211.93,31%,21.0,1987.0,0.0,932.0,2941.0,105.0,1.0,0.0,2835.0,2941.0,ABBOTINDIA.NS,,,,,,
Mar 2020,4093,3336,757,18%,114,9,60,803,26%,593,279.04,90%,21.0,2410.0,175.0,940.0,3547.0,270.0,2.0,0.0,3275.0,3547.0,ABBOTINDIA.NS,,,,,,
Mar 2021,4310,3388,922,21%,81,18,58,926,25%,691,325.04,85%,21.0,2581.0,153.0,1086.0,3840.0,251.0,1.0,0.0,3589.0,3840.0,ABBOTINDIA.NS,,,,,,
Mar 2022,4919,3832,1088,22%,77,19,66,1080,26%,799,375.87,73%,21.0,2799.0,152.0,1253.0,4224.0,271.0,1.0,0.0,3952.0,4224.0,ABBOTINDIA.NS,,,,,,
Mar 2023,5349,4143,1206,23%,154,16,70,1274,25%,949,446.80,73%,21.0,3167.0,113.0,1254.0,4556.0,237.0,4.0,0.0,4315.0,4556.0,ABBOTINDIA.NS,,,,,,
Mar 2024,5849,4396,1453,25%,248,12,71,1618,26%,1201,565.30,73%,21.0,3678.0,83.0,1411.0,5193.0,225.0,10.0,0.0,4958.0,5193.0,ABBOTINDIA.NS,,,,,,
Mar 2025,6409,4714,1695,26%,275,11,72,1887,25%,1414,665.64,71%,21.0,4212.0,197.0,1487.0,5917.0,336.0,18.0,0.0,5563.0,5917.0,ABBOTINDIA.NS,,,,,,
Mar 2020,,438,,,-0,1618,23,567,26%,421,0.86,0%,4883.0,702.0,,187.0,31372.0,86.0,0.0,2508.0,28779.0,31372.0,BAJAJHFL.NS,2646,591,22%,25600.0,,
Mar 2021,,552,,,0,1968,22,613,26%,453,0.93,0%,4883.0,1149.0,,226.0,37858.0,79.0,0.0,3266.0,34513.0,37858.0,BAJAJHFL.NS,3155,635,20%,31601.0,,
Mar 2022,,624,,,-0,2157,26,960,26%,710,1.45,0%,4883.0,1858.0,,293.0,48527.0,97.0,1.0,1248.0,47180.0,48527.0,BAJAJHFL.NS,3767,986,26%,41492.0,,
Mar 2023,,718,,,0,3213,33,1700,26%,1258,1.87,0%,6712.0,3791.0,,406.0,64654.0,113.0,0.0,2001.0,62540.0,64654.0,BAJAJHFL.NS,5665,1733,31%,53745.0,,
Mar 2024,,721,,,-0,4695,40,2161,20%,1731,2.58,0%,6712.0,5521.0,,464.0,81827.0,123.0,1.0,1939.0,79765.0,81827.0,BAJAJHFL.NS,7617,2201,29%,69129.0,,
Mar 2025,,781,,,-2,5981,41,2770,22%,2163,2.60,0%,8328.0,11619.0,,790.0,102809.0,141.0,1.0,2533.0,100134.0,102809.0,BAJAJHFL.NS,9576,2814,29%,82072.0,,
Mar 2026,,1010,,,-10,6759,47,3320,23%,2560,3.07,0%,8329.0,14194.0,,920.0,127147.0,154.0,0.0,2502.0,124491.0,127147.0,BAJAJHFL.NS,11147,3377,30%,103704.0,,
Mar 2016,,633,,,150,649,36,414,33%,275,2.51,0%,1095.0,2239.0,,1282.0,19756.0,237.0,0.0,3758.0,15761.0,19756.0,BANDHANBNK.NS,1581,299,19%,3052.0,12089.0,
Mar 2017,,1044,,,411,1505,67,1704,35%,1112,10.15,0%,1095.0,3351.0,,1532.0,30236.0,252.0,0.0,5516.0,24468.0,30236.0,BANDHANBNK.NS,3909,1360,35%,1029.0,23229.0,
Mar 2018,,1597,,,706,1770,86,2056,35%,1346,11.28,9%,1193.0,8189.0,,774.0,44310.0,238.0,0.0,8372.0,35700.0,44310.0,BANDHANBNK.NS,4802,1436,30%,285.0,33869.0,
Mar 2019,,2467,,,1063,2148,78,3013,35%,1952,16.36,18%,1193.0,10009.0,,1487.0,56442.0,222.0,109.0,10037.0,46073.0,56442.0,BANDHANBNK.NS,6643,2028,31%,521.0,43232.0,
Mar 2020,,3739,,,1549,4562,80,4053,25%,3024,18.78,0%,1610.0,13585.0,,3062.0,91718.0,347.0,22.0,15352.0,75997.0,91718.0,BANDHANBNK.NS,10885,2584,24%,16379.0,57082.0,
Mar 2021,,6534,,,2022,4961,103,2949,25%,2205,13.69,7%,1611.0,15798.0,,2675.0,115016.0,432.0,55.0,25155.0,89374.0,115016.0,BANDHANBNK.NS,12524,1029,8%,16960.0,77972.0,
Mar 2022,,11298,,,2823,5157,110,129,2%,126,0.78,0%,1611.0,15770.0,,5234.0,138867.0,415.0,173.0,29079.0,109200.0,138867.0,BANDHANBNK.NS,13871,-2584,-19%,19921.0,96331.0,
Mar 2023,,8693,,,2469,6645,143,2893,24%,2195,13.62,11%,1611.0,17973.0,,3677.0,156037.0,509.0,346.0,32366.0,122817.0,156037.0,BANDHANBNK.NS,15905,567,4%,24711.0,108065.0,
Mar 2024,,9310,,,2171,8551,238,2943,24%,2230,13.84,11%,1611.0,19999.0,,4659.0,177842.0,959.0,214.0,29288.0,147381.0,177842.0,BANDHANBNK.NS,18870,1009,5%,16372.0,135202.0,
Mar 2025,,10555,,,2967,10458,279,3623,24%,2745,17.04,9%,1611.0,22994.0,,4520.0,191476.0,855.0,325.0,40712.0,149584.0,191476.0,BANDHANBNK.NS,21948,936,4%,11138.0,151212.0,
Mar 2026,,11830,,,2734,10859,0,1734,29%,1224,7.60,20%,1611.0,23645.0,,5220.0,211124.0,1401.0,0.0,38668.0,171054.0,211124.0,BANDHANBNK.NS,21689,-1000,-5%,14303.0,166344.0,
Mar 2013,1076,1088,-12,-1%,464,1,42,409,32%,279,1212.13,21%,115.0,936.0,0.0,6199.0,7251.0,277.0,70.0,1.0,6904.0,7251.0,BDL.NS,,,,,,
Mar 2015,2841,2564,277,10%,439,5,67,644,31%,444,1928.48,19%,115.0,1538.0,0.0,6759.0,8412.0,518.0,142.0,3.0,7749.0,8412.0,BDL.NS,,,,,,
Mar 2016,4079,3564,515,13%,385,5,53,841,33%,562,2810.35,30%,98.0,1753.0,4.0,7786.0,9641.0,697.0,126.0,3.0,8815.0,9641.0,BDL.NS,,,,,,
Mar 2017,4887,4317,569,12%,300,4,62,803,35%,524,2183.58,30%,122.0,2073.0,4.0,6208.0,8407.0,757.0,136.0,3.0,7511.0,8407.0,BDL.NS,,,,,,
Mar 2018,4588,3919,669,15%,173,4,63,774,32%,528,14.41,25%,183.0,1773.0,4.0,4697.0,6657.0,868.0,130.0,239.0,5420.0,6657.0,BDL.NS,,,,,,
Mar 2019,3069,2446,623,20%,136,5,82,671,37%,423,11.53,30%,183.0,2085.0,5.0,3250.0,5523.0,957.0,47.0,4.0,4516.0,5523.0,BDL.NS,,,,,,
Mar 2020,3105,2349,756,24%,88,5,96,742,28%,535,14.59,30%,183.0,2424.0,15.0,3128.0,5750.0,932.0,42.0,4.0,4771.0,5750.0,BDL.NS,,,,,,
Mar 2021,1914,1568,346,18%,95,5,95,341,24%,258,7.03,52%,183.0,2501.0,11.0,3334.0,6030.0,915.0,22.0,5.0,5089.0,6030.0,BDL.NS,,,,,,
Mar 2022,2817,2090,727,26%,78,5,90,710,30%,500,13.64,30%,183.0,2847.0,10.0,3595.0,6636.0,874.0,41.0,0.0,5721.0,6636.0,BDL.NS,,,,,,
Mar 2023,2489,2080,409,16%,155,6,77,482,27%,352,9.61,49%,183.0,3028.0,9.0,5535.0,8756.0,809.0,74.0,0.0,7873.0,8756.0,BDL.NS,,,,,,
Mar 2024,2369,1832,537,23%,362,4,67,828,26%,613,16.71,32%,183.0,3454.0,8.0,6781.0,10426.0,824.0,73.0,0.0,9530.0,10426.0,BDL.NS,,,,,,
Mar 2025,3345,2872,473,14%,350,4,71,749,27%,550,14.99,31%,183.0,3826.0,7.0,7798.0,11814.0,857.0,230.0,4.0,10723.0,11814.0,BDL.NS,,,,,,
Dec 2014,3392,2675,718,21%,47,2,36,726,35%,475,4.80,78%,247.0,250.0,0.0,995.0,1492.0,172.0,16.0,0.0,1304.0,1492.0,CASTROLIND.NS,,,,,,
Dec 2015,3298,2397,901,27%,90,1,39,951,35%,615,6.22,72%,247.0,328.0,0.0,1086.0,1662.0,149.0,36.0,0.0,1476.0,1662.0,CASTROLIND.NS,,,,,,
Dec 2016,3370,2369,1001,30%,86,1,45,1040,36%,670,6.78,81%,247.0,734.0,0.0,907.0,1888.0,147.0,37.0,0.0,1704.0,1888.0,CASTROLIND.NS,,,,,,
Dec 2017,3584,2551,1033,29%,84,1,46,1070,35%,692,6.99,100%,495.0,526.0,0.0,957.0,1977.0,139.0,57.0,0.0,1781.0,1977.0,CASTROLIND.NS,,,,,,
Dec 2018,3905,2834,1071,27%,84,1,56,1098,36%,708,7.16,70%,495.0,671.0,0.0,941.0,2107.0,186.0,35.0,0.0,1886.0,2107.0,CASTROLIND.NS,,,,,,
Dec 2019,3877,2723,1154,30%,64,1,70,1147,28%,827,8.36,66%,495.0,872.0,0.0,862.0,2229.0,200.0,27.0,0.0,2002.0,2229.0,CASTROLIND.NS,,,,,,
Dec 2020,2997,2183,814,27%,62,4,87,785,26%,583,5.89,93%,495.0,920.0,0.0,979.0,2394.0,209.0,44.0,0.0,2141.0,2394.0,CASTROLIND.NS,,,,,,
Dec 2021,4192,3125,1067,25%,47,2,83,1029,26%,758,7.66,72%,495.0,1151.0,7.0,1052.0,2704.0,201.0,50.0,0.0,2453.0,2704.0,CASTROLIND.NS,,,,,,
Dec 2022,4774,3663,1111,23%,67,4,81,1093,25%,815,8.24,79%,495.0,1391.0,50.0,1133.0,3069.0,261.0,61.0,325.0,2422.0,3069.0,CASTROLIND.NS,,,,,,
Dec 2023,5075,3877,1198,24%,83,8,92,1181,27%,864,8.74,86%,495.0,1627.0,77.0,1221.0,3420.0,259.0,108.0,488.0,2565.0,3420.0,CASTROLIND.NS,,,,,,
Dec 2024,5365,4086,1278,24%,88,9,100,1258,26%,927,9.37,139%,495.0,1784.0,82.0,1275.0,3635.0,319.0,60.0,488.0,2769.0,3635.0,CASTROLIND.NS,,,,,,
Dec 2025,5722,4374,1348,24%,45,9,101,1282,26%,950,9.60,138%,495.0,1406.0,63.0,1432.0,3395.0,334.0,72.0,443.0,2546.0,3395.0,CASTROLIND.NS,,,,,,
Mar 2015,,655,,,415,1891,47,521,24%,395,5.47,17%,60.0,2636.0,,932.0,27871.0,210.0,0.0,5871.0,21790.0,27871.0,CUB.NS,2699,153,6%,129.0,24115.0,
Mar 2016,,736,,,410,1963,52,603,26%,445,6.14,16%,60.0,2992.0,,929.0,31804.0,218.0,0.0,6826.0,24760.0,31804.0,CUB.NS,2944,245,8%,665.0,27158.0,
Mar 2017,,937,,,484,1975,53,693,27%,503,6.91,4%,60.0,3510.0,,1054.0,35271.0,215.0,0.0,7031.0,28024.0,35271.0,CUB.NS,3174,262,8%,531.0,30116.0,
Mar 2018,,1120,,,532,1972,52,790,25%,592,8.10,3%,66.0,4097.0,,1186.0,39937.0,223.0,0.0,7879.0,31835.0,39937.0,CUB.NS,3402,310,9%,1736.0,32853.0,
Mar 2019,,1140,,,514,2156,62,925,26%,683,9.30,5%,73.0,4767.0,,1489.0,45259.0,250.0,0.0,7712.0,37297.0,45259.0,CUB.NS,3767,472,13%,481.0,38448.0,
Mar 2020,,1690,,,680,2493,79,586,19%,476,6.46,8%,74.0,5222.0,,1573.0,49734.0,245.0,0.0,9117.0,40372.0,49734.0,CUB.NS,4169,-15,-0%,2032.0,40832.0,
Mar 2021,,1738,,,689,2305,87,693,14%,593,8.02,6%,74.0,5769.0,,1586.0,53312.0,233.0,0.0,9436.0,43643.0,53312.0,CUB.NS,4135,92,2%,1346.0,44537.0,
Mar 2022,,1605,,,759,2188,85,985,23%,760,10.28,10%,74.0,6512.0,,1944.0,61531.0,215.0,0.0,12221.0,49095.0,61531.0,CUB.NS,4105,311,8%,5312.0,47690.0,
Mar 2023,,1723,,,810,2552,73,1177,20%,937,12.66,8%,74.0,7383.0,,2051.0,66595.0,239.0,0.0,14333.0,52023.0,66595.0,CUB.NS,4714,440,9%,4688.0,52398.0,
Mar 2024,,1559,,,742,3147,75,1231,17%,1016,13.71,11%,74.0,8327.0,,2044.0,70826.0,270.0,0.0,15664.0,54891.0,70826.0,CUB.NS,5271,564,11%,4724.0,55657.0,
Mar 2025,,1716,,,898,3518,82,1417,21%,1124,15.16,13%,74.0,9393.0,,2461.0,77623.0,322.0,0.0,17336.0,59965.0,77623.0,CUB.NS,5834,600,10%,2169.0,63526.0,
Mar 2026,,2197,,,1039,4040,0,1671,21%,1326,17.85,11%,74.0,10491.0,,2825.0,97024.0,469.0,0.0,18987.0,77569.0,97024.0,CUB.NS,6870,632,9%,5327.0,78308.0,
