Period,Sales +,Expenses +,Operating Profit,OPM %,Other Income +,Interest,Depreciation,Profit before tax,Tax %,Net Profit +,EPS in Rs,Dividend Payout %,Equity Capital,Reserves,Borrowings +,Other Liabilities +,Total Liabilities,Fixed Assets +,CWIP,Investments,Other Assets +,Total Assets,Ticker,Revenue +,Financing Profit,Financing Margin %,Borrowing,Deposits,Raw PDF
Mar 2021,26221.0,17533.0,8688.0,33%,1909.0,5106.0,3202.0,2289.0,45%,1270.0,0.66,-0%,3857.0,9256.0,52411.0,13012.0,78535.0,52851.0,6439.0,20.0,19225.0,78535.0,ADANIPOWER.NS,,,,,,
Mar 2022,27711.0,17830.0,9881.0,36%,3908.0,4095.0,3118.0,6577.0,25%,4912.0,2.55,-0%,3857.0,14600.0,49145.0,14379.0,81981.0,53274.0,10270.0,183.0,18254.0,81981.0,ADANIPOWER.NS,,,,,,
Mar 2023,38773.0,28677.0,10096.0,26%,4216.0,3334.0,3304.0,7675.0,-40%,10727.0,5.56,-0%,3857.0,26019.0,42350.0,13596.0,85821.0,51451.0,12880.0,654.0,20836.0,85821.0,ADANIPOWER.NS,,,,,,
Mar 2024,50351.0,32124.0,18228.0,36%,9883.0,3388.0,3931.0,20792.0,-0%,20829.0,10.8,-0%,3857.0,39042.0,34862.0,14248.0,92009.0,63016.0,925.0,374.0,27694.0,92009.0,ADANIPOWER.NS,,,,,,
Mar 2025,56203.0,34785.0,21418.0,38%,2590.0,3340.0,4309.0,16360.0,22%,12750.0,6.71,-0%,3857.0,52490.0,39495.0,17076.0,112918.0,69297.0,12104.0,1097.0,30418.0,112918.0,ADANIPOWER.NS,,,,,,
Mar 2014,1208.0,840.0,369.0,31%,14.0,9.0,44.0,330.0,29%,234.0,17.75,15%,18.0,576.0,130.0,226.0,949.0,279.0,94.0,63.0,513.0,949.0,AJANTPHARM.NS,,,,,,
Mar 2015,1474.0,968.0,505.0,34%,8.0,6.0,52.0,456.0,32%,310.0,23.47,17%,18.0,823.0,72.0,233.0,1146.0,288.0,170.0,60.0,629.0,1146.0,AJANTPHARM.NS,,,,,,
Mar 2016,1749.0,1155.0,594.0,34%,14.0,5.0,44.0,559.0,26%,416.0,31.49,17%,18.0,1173.0,81.0,207.0,1479.0,451.0,240.0,86.0,703.0,1479.0,AJANTPHARM.NS,,,,,,
Mar 2017,1983.0,1292.0,691.0,35%,20.0,1.0,61.0,648.0,22%,507.0,38.4,23%,18.0,1550.0,1.0,254.0,1823.0,589.0,339.0,182.0,713.0,1823.0,AJANTPHARM.NS,,,,,,
Mar 2018,2126.0,1467.0,658.0,31%,24.0,0.0,60.0,623.0,25%,469.0,35.5,0%,18.0,2024.0,2.0,383.0,2426.0,1053.0,61.0,190.0,1122.0,2426.0,AJANTPHARM.NS,,,,,,
Mar 2019,2055.0,1489.0,567.0,28%,21.0,1.0,72.0,514.0,25%,387.0,29.56,20%,18.0,2228.0,36.0,383.0,2664.0,1178.0,262.0,78.0,1147.0,2664.0,AJANTPHARM.NS,,,,,,
Mar 2020,2588.0,1904.0,683.0,26%,88.0,12.0,96.0,664.0,30%,468.0,35.73,24%,18.0,2581.0,75.0,619.0,3293.0,1472.0,132.0,79.0,1610.0,3293.0,AJANTPHARM.NS,,,,,,
Mar 2021,2890.0,1889.0,1001.0,35%,24.0,8.0,116.0,900.0,27%,654.0,50.38,13%,17.0,2978.0,31.0,702.0,3729.0,1541.0,108.0,176.0,1904.0,3729.0,AJANTPHARM.NS,,,,,,
Mar 2022,3341.0,2408.0,933.0,28%,112.0,10.0,125.0,909.0,22%,713.0,55.63,11%,17.0,3247.0,25.0,711.0,4000.0,1512.0,153.0,147.0,2188.0,4000.0,AJANTPHARM.NS,,,,,,
Mar 2023,3743.0,2934.0,808.0,22%,74.0,6.0,131.0,745.0,21%,588.0,45.89,15%,25.0,3363.0,36.0,1159.0,4582.0,1496.0,209.0,535.0,2341.0,4582.0,AJANTPHARM.NS,,,,,,
Mar 2024,4209.0,3037.0,1172.0,28%,85.0,7.0,135.0,1114.0,27%,816.0,63.7,79%,25.0,3542.0,35.0,927.0,4530.0,1479.0,256.0,349.0,2446.0,4530.0,AJANTPHARM.NS,,,,,,
Mar 2025,4648.0,3379.0,1269.0,27%,85.0,21.0,144.0,1189.0,23%,920.0,73.68,38%,25.0,3765.0,47.0,1067.0,4904.0,1762.0,176.0,464.0,2502.0,4904.0,AJANTPHARM.NS,,,,,,
Mar 2014,3113.0,2700.0,413.0,13%,162.0,93.0,52.0,430.0,-1%,435.0,364.1,5%,12.0,2567.0,1128.0,604.0,4311.0,1170.0,0.0,588.0,2553.0,4311.0,ALKEM.NS,,,,,,
Mar 2015,3674.0,3248.0,427.0,12%,176.0,81.0,71.0,451.0,13%,392.0,32.75,12%,24.0,2975.0,1306.0,986.0,5291.0,1374.0,111.0,481.0,3325.0,5291.0,ALKEM.NS,,,,,,
Mar 2016,4905.0,4038.0,866.0,18%,227.0,71.0,93.0,928.0,19%,752.0,62.02,20%,24.0,3668.0,658.0,1184.0,5534.0,1450.0,172.0,509.0,3403.0,5534.0,ALKEM.NS,,,,,,
Mar 2017,5688.0,4687.0,1001.0,18%,110.0,45.0,101.0,965.0,6%,905.0,74.61,20%,24.0,4444.0,659.0,1440.0,6568.0,1797.0,299.0,553.0,3918.0,6568.0,ALKEM.NS,,,,,,
Mar 2018,6401.0,5392.0,1009.0,16%,115.0,55.0,143.0,926.0,31%,638.0,52.77,25%,24.0,4840.0,998.0,1803.0,7664.0,2284.0,381.0,444.0,4555.0,7664.0,ALKEM.NS,,,,,,
Mar 2019,7357.0,6237.0,1120.0,15%,82.0,55.0,193.0,955.0,19%,774.0,63.61,25%,24.0,5415.0,944.0,1824.0,8208.0,2530.0,493.0,324.0,4861.0,8208.0,ALKEM.NS,,,,,,
Mar 2020,8344.0,6868.0,1476.0,18%,102.0,65.0,253.0,1260.0,9%,1149.0,94.26,27%,24.0,6137.0,1616.0,2169.0,9946.0,2908.0,363.0,261.0,6413.0,9946.0,ALKEM.NS,,,,,,
Mar 2021,8865.0,6920.0,1945.0,22%,230.0,59.0,275.0,1842.0,12%,1618.0,132.57,23%,24.0,7353.0,1707.0,2435.0,11519.0,2793.0,393.0,333.0,8000.0,11519.0,ALKEM.NS,,,,,,
Mar 2022,10634.0,8580.0,2054.0,19%,146.0,52.0,304.0,1844.0,9%,1680.0,137.63,25%,24.0,8614.0,2668.0,2763.0,14069.0,2902.0,339.0,371.0,10457.0,14069.0,ALKEM.NS,,,,,,
Mar 2023,11599.0,9977.0,1622.0,14%,101.0,107.0,310.0,1305.0,23%,1007.0,82.31,61%,24.0,9021.0,1397.0,3315.0,13757.0,2683.0,323.0,622.0,10129.0,13757.0,ALKEM.NS,,,,,,
Mar 2024,12668.0,10419.0,2249.0,18%,186.0,112.0,299.0,2023.0,10%,1811.0,150.19,27%,24.0,10288.0,1418.0,3844.0,15575.0,2873.0,159.0,484.0,12060.0,15575.0,ALKEM.NS,,,,,,
Mar 2025,12965.0,10452.0,2512.0,19%,494.0,122.0,357.0,2527.0,12%,2215.0,181.11,25%,24.0,11961.0,1381.0,4325.0,17691.0,2852.0,548.0,1846.0,12445.0,17691.0,ALKEM.NS,,,,,,
Dec 2013,9161.0,7492.0,1669.0,18%,390.0,67.0,494.0,1498.0,15%,1278.0,8.27,44%,309.0,9153.0,48.0,3446.0,12956.0,6147.0,698.0,1714.0,4399.0,12956.0,AMBUJACEM.NS,,,,,,
Dec 2014,9955.0,8022.0,1934.0,19%,419.0,66.0,513.0,1774.0,16%,1487.0,9.59,46%,310.0,9760.0,34.0,3774.0,13878.0,6310.0,692.0,2097.0,4780.0,13878.0,AMBUJACEM.NS,,,,,,
Dec 2015,9437.0,7895.0,1542.0,16%,353.0,92.0,630.0,1173.0,31%,808.0,5.21,54%,310.0,9961.0,35.0,3827.0,14133.0,6170.0,416.0,2149.0,5398.0,14133.0,AMBUJACEM.NS,,,,,,
Dec 2016,20094.0,16913.0,3181.0,16%,441.0,153.0,1461.0,2008.0,29%,1434.0,5.57,50%,397.0,19424.0,29.0,12974.0,32824.0,21410.0,582.0,175.0,10657.0,32824.0,AMBUJACEM.NS,,,,,,
Dec 2017,23609.0,19751.0,3858.0,16%,335.0,206.0,1219.0,2768.0,30%,1945.0,7.64,47%,397.0,20275.0,24.0,14813.0,35509.0,20898.0,667.0,153.0,13791.0,35509.0,AMBUJACEM.NS,,,,,,
Dec 2018,26041.0,22030.0,4011.0,15%,232.0,170.0,1154.0,2919.0,-2%,2973.0,10.97,14%,397.0,21973.0,40.0,14981.0,37391.0,20636.0,1008.0,133.0,15613.0,37391.0,AMBUJACEM.NS,,,,,,
Dec 2019,27104.0,22507.0,4597.0,17%,601.0,170.0,1153.0,3875.0,28%,2783.0,10.55,14%,397.0,23681.0,41.0,16059.0,40178.0,20701.0,1554.0,150.0,17773.0,40178.0,AMBUJACEM.NS,,,,,,
Dec 2020,24516.0,19511.0,5006.0,20%,288.0,140.0,1162.0,3992.0,22%,3107.0,11.91,151%,397.0,22360.0,471.0,16490.0,39718.0,20486.0,2422.0,167.0,16643.0,39718.0,AMBUJACEM.NS,,,,,,
Dec 2021,28965.0,22755.0,6210.0,21%,252.0,146.0,1152.0,5164.0,28%,3711.0,14.0,45%,397.0,24957.0,477.0,19374.0,45205.0,22254.0,2168.0,198.0,20585.0,45205.0,AMBUJACEM.NS,,,,,,
Mar 2024,33160.0,26760.0,6400.0,19%,1401.0,276.0,1628.0,5896.0,20%,4735.0,16.26,12%,440.0,41012.0,699.0,22916.0,65067.0,32194.0,2658.0,849.0,29365.0,65067.0,AMBUJACEM.NS,,,,,,
Mar 2025,35045.0,29074.0,5971.0,17%,2646.0,216.0,2478.0,5922.0,13%,5158.0,16.92,12%,493.0,52951.0,788.0,26709.0,80941.0,42578.0,9886.0,1912.0,26566.0,80941.0,AMBUJACEM.NS,,,,,,
Mar 2014,2497.0,2332.0,165.0,7%,2.0,61.0,16.0,89.0,34%,59.0,2.52,20%,23.0,402.0,505.0,220.0,1150.0,420.0,28.0,18.0,685.0,1150.0,APLAPOLLO.NS,,,,,,
Mar 2015,3090.0,2908.0,182.0,6%,4.0,66.0,22.0,98.0,35%,64.0,2.72,22%,23.0,472.0,482.0,345.0,1323.0,614.0,24.0,19.0,666.0,1323.0,APLAPOLLO.NS,,,,,,
Mar 2016,4154.0,3872.0,282.0,7%,-15.0,70.0,34.0,163.0,38%,101.0,4.29,23%,23.0,544.0,651.0,442.0,1660.0,666.0,32.0,13.0,949.0,1660.0,APLAPOLLO.NS,,,,,,
Mar 2017,3924.0,3590.0,334.0,9%,5.0,72.0,51.0,216.0,30%,152.0,6.45,19%,24.0,680.0,594.0,547.0,1845.0,670.0,122.0,0.0,1052.0,1845.0,APLAPOLLO.NS,,,,,,
Mar 2018,5335.0,4964.0,371.0,7%,8.0,81.0,53.0,244.0,35%,158.0,6.66,21%,24.0,814.0,775.0,568.0,2181.0,886.0,46.0,1.0,1248.0,2181.0,APLAPOLLO.NS,,,,,,
Mar 2019,7152.0,6759.0,393.0,5%,12.0,113.0,64.0,227.0,35%,148.0,6.22,23%,24.0,940.0,858.0,952.0,2774.0,1034.0,27.0,49.0,1663.0,2774.0,APLAPOLLO.NS,,,,,,
Mar 2020,7723.0,7246.0,478.0,6%,22.0,107.0,96.0,296.0,14%,256.0,9.58,0%,25.0,1331.0,834.0,1075.0,3266.0,1708.0,10.0,2.0,1546.0,3266.0,APLAPOLLO.NS,,,,,,
Mar 2021,8500.0,7821.0,679.0,8%,36.0,66.0,103.0,546.0,25%,408.0,14.42,0%,25.0,1670.0,520.0,1184.0,3399.0,1736.0,108.0,1.0,1554.0,3399.0,APLAPOLLO.NS,,,,,,
Mar 2022,13063.0,12118.0,946.0,7%,40.0,44.0,109.0,832.0,26%,619.0,24.73,14%,50.0,2414.0,581.0,1407.0,4452.0,1837.0,504.0,91.0,2020.0,4452.0,APLAPOLLO.NS,,,,,,
Mar 2023,16166.0,15143.0,1022.0,6%,46.0,67.0,138.0,863.0,26%,642.0,23.14,22%,55.0,2950.0,873.0,1973.0,5852.0,2580.0,374.0,96.0,2801.0,5852.0,APLAPOLLO.NS,,,,,,
Mar 2024,18119.0,16926.0,1193.0,7%,74.0,113.0,176.0,978.0,25%,732.0,26.39,21%,56.0,3549.0,1144.0,2438.0,7187.0,3281.0,203.0,103.0,3600.0,7187.0,APLAPOLLO.NS,,,,,,
Mar 2025,20690.0,19490.0,1199.0,6%,96.0,133.0,201.0,960.0,21%,757.0,27.28,21%,56.0,4153.0,634.0,2753.0,7596.0,3668.0,336.0,126.0,3467.0,7596.0,APLAPOLLO.NS,,,,,,
Mar 2014,1863.0,1506.0,358.0,19%,4.0,10.0,40.0,311.0,24%,236.0,12.49,24%,38.0,638.0,109.0,432.0,1217.0,397.0,21.0,3.0,796.0,1217.0,APLLTD.NS,,,,,,
Mar 2015,2056.0,1653.0,403.0,20%,4.0,4.0,44.0,359.0,21%,283.0,15.01,23%,38.0,847.0,264.0,493.0,1641.0,547.0,83.0,2.0,1009.0,1641.0,APLLTD.NS,,,,,,
Mar 2016,3166.0,2159.0,1007.0,32%,7.0,5.0,72.0,936.0,23%,720.0,38.2,9%,38.0,1560.0,114.0,718.0,2429.0,708.0,93.0,87.0,1541.0,2429.0,APLLTD.NS,,,,,,
Mar 2017,3105.0,2490.0,615.0,20%,2.0,5.0,83.0,529.0,23%,403.0,21.39,19%,38.0,1865.0,89.0,698.0,2689.0,799.0,396.0,50.0,1444.0,2689.0,APLLTD.NS,,,,,,
Mar 2018,3131.0,2488.0,643.0,21%,7.0,3.0,105.0,541.0,22%,413.0,21.89,18%,38.0,2182.0,708.0,1013.0,3941.0,993.0,1010.0,42.0,1896.0,3941.0,APLLTD.NS,,,,,,
Mar 2019,3935.0,3061.0,874.0,22%,9.0,18.0,115.0,749.0,21%,583.0,31.0,18%,38.0,2681.0,1128.0,931.0,4778.0,1158.0,1551.0,49.0,2019.0,4778.0,APLLTD.NS,,,,,,
Mar 2020,4606.0,3383.0,1223.0,27%,-39.0,27.0,157.0,1000.0,20%,801.0,43.97,23%,38.0,3182.0,1747.0,1022.0,5989.0,1552.0,1846.0,18.0,2573.0,5989.0,APLLTD.NS,,,,,,
Mar 2021,5393.0,3913.0,1480.0,27%,87.0,16.0,183.0,1368.0,19%,1146.0,58.33,24%,39.0,5028.0,584.0,1058.0,6709.0,1788.0,2183.0,236.0,2502.0,6709.0,APLLTD.NS,,,,,,
Mar 2022,5306.0,4432.0,874.0,16%,56.0,18.0,287.0,625.0,17%,521.0,26.5,38%,39.0,5198.0,717.0,1167.0,7122.0,1798.0,2304.0,118.0,2902.0,7122.0,APLLTD.NS,,,,,,
Mar 2023,5653.0,4970.0,682.0,12%,-2.0,50.0,275.0,355.0,4%,342.0,17.4,46%,39.0,4331.0,722.0,1090.0,6183.0,2398.0,601.0,96.0,3087.0,6183.0,APLLTD.NS,,,,,,
Mar 2024,6229.0,5296.0,932.0,15%,28.0,56.0,273.0,632.0,3%,616.0,31.33,35%,39.0,4779.0,513.0,1114.0,6446.0,2547.0,524.0,93.0,3281.0,6446.0,APLLTD.NS,,,,,,
Mar 2025,6672.0,5664.0,1008.0,15%,56.0,79.0,279.0,707.0,18%,582.0,29.68,37%,39.0,5152.0,1258.0,1324.0,7773.0,2524.0,837.0,127.0,4285.0,7773.0,APLLTD.NS,,,,,,
Mar 2014,4357.0,3681.0,676.0,16%,18.0,119.0,168.0,407.0,25%,315.0,22.77,25%,70.0,2907.0,1344.0,1029.0,5350.0,2681.0,491.0,322.0,1855.0,5350.0,APOLLOHOSP.NS,,,,,,
Mar 2015,5129.0,4392.0,737.0,14%,47.0,118.0,212.0,455.0,29%,335.0,24.43,24%,70.0,3102.0,1992.0,1296.0,6459.0,3244.0,533.0,311.0,2372.0,6459.0,APOLLOHOSP.NS,,,,,,
Mar 2016,6150.0,5465.0,684.0,11%,92.0,180.0,264.0,332.0,29%,235.0,16.99,35%,70.0,3262.0,2834.0,1195.0,7360.0,3997.0,562.0,352.0,2448.0,7360.0,APOLLOHOSP.NS,,,,,,
Mar 2017,7256.0,6522.0,734.0,10%,60.0,257.0,314.0,222.0,41%,131.0,15.88,38%,70.0,3244.0,3125.0,1665.0,8103.0,4591.0,347.0,406.0,2759.0,8103.0,APOLLOHOSP.NS,,,,,,
Mar 2018,8243.0,7442.0,801.0,10%,24.0,295.0,359.0,171.0,65%,60.0,8.44,59%,70.0,3182.0,3427.0,1917.0,8596.0,4773.0,712.0,352.0,2759.0,8596.0,APOLLOHOSP.NS,,,,,,
Mar 2019,9617.0,8548.0,1070.0,11%,26.0,327.0,396.0,373.0,47%,200.0,16.96,35%,70.0,3264.0,3673.0,2159.0,9166.0,4982.0,822.0,462.0,2901.0,9166.0,APOLLOHOSP.NS,,,,,,
Mar 2020,11247.0,9656.0,1591.0,14%,222.0,533.0,620.0,660.0,34%,432.0,32.7,18%,70.0,3270.0,3596.0,4354.0,11289.0,7432.0,236.0,434.0,3187.0,11289.0,APOLLOHOSP.NS,,,,,,
Mar 2021,10560.0,9420.0,1140.0,11%,103.0,449.0,573.0,221.0,38%,137.0,10.46,29%,72.0,4531.0,4160.0,2629.0,11392.0,6778.0,234.0,1343.0,3037.0,11392.0,APOLLOHOSP.NS,,,,,,
Mar 2022,14663.0,12474.0,2189.0,15%,368.0,379.0,601.0,1578.0,30%,1108.0,73.42,16%,72.0,5551.0,4068.0,3570.0,13261.0,8296.0,46.0,816.0,4104.0,13261.0,APOLLOHOSP.NS,,,,,,
Mar 2023,16612.0,14548.0,2065.0,12%,75.0,381.0,615.0,1144.0,22%,844.0,56.97,26%,72.0,6126.0,4332.0,3886.0,14416.0,8520.0,610.0,574.0,4712.0,14416.0,APOLLOHOSP.NS,,,,,,
Mar 2024,19059.0,16665.0,2394.0,13%,123.0,449.0,687.0,1380.0,32%,935.0,62.5,26%,72.0,6864.0,5333.0,4474.0,16742.0,9664.0,873.0,986.0,5219.0,16742.0,APOLLOHOSP.NS,,,,,,
Mar 2025,21794.0,18761.0,3033.0,14%,222.0,458.0,758.0,2039.0,26%,1505.0,100.56,13%,72.0,8140.0,7864.0,4568.0,20644.0,10988.0,921.0,2487.0,6248.0,20644.0,APOLLOHOSP.NS,,,,,,
Mar 2014,13412.0,11524.0,1888.0,14%,48.0,293.0,411.0,1232.0,18%,1005.0,19.94,4%,50.0,4524.0,1613.0,2846.0,9034.0,4593.0,46.0,64.0,4330.0,9034.0,APOLLOTYRE.NS,,,,,,
Mar 2015,12815.0,10876.0,1939.0,15%,-31.0,189.0,388.0,1331.0,27%,978.0,19.21,10%,51.0,4991.0,1106.0,2451.0,8600.0,4382.0,218.0,101.0,3899.0,8600.0,APOLLOTYRE.NS,,,,,,
Mar 2016,11849.0,9840.0,2008.0,17%,110.0,101.0,427.0,1591.0,29%,1123.0,22.06,9%,51.0,6554.0,1547.0,3442.0,11594.0,5214.0,994.0,506.0,4880.0,11594.0,APOLLOTYRE.NS,,,,,,
Mar 2017,13180.0,11313.0,1867.0,14%,148.0,118.0,462.0,1436.0,23%,1099.0,21.59,14%,51.0,7239.0,3437.0,4507.0,15233.0,6692.0,2915.0,396.0,5230.0,15233.0,APOLLOTYRE.NS,,,,,,
Mar 2018,14843.0,13175.0,1668.0,11%,114.0,177.0,593.0,1012.0,28%,724.0,12.65,24%,57.0,9719.0,4661.0,5620.0,20058.0,10403.0,2304.0,1342.0,6008.0,20058.0,APOLLOTYRE.NS,,,,,,
Mar 2019,17549.0,15573.0,1976.0,11%,-77.0,199.0,813.0,888.0,23%,680.0,11.88,27%,57.0,9983.0,5111.0,5000.0,20151.0,11754.0,1539.0,6.0,6852.0,20151.0,APOLLOTYRE.NS,,,,,,
Mar 2020,16350.0,14392.0,1958.0,12%,24.0,300.0,1138.0,543.0,12%,476.0,8.33,36%,57.0,9873.0,6764.0,6512.0,23205.0,15448.0,1642.0,19.0,6096.0,23205.0,APOLLOTYRE.NS,,,,,,
Mar 2021,17397.0,14579.0,2818.0,16%,-478.0,463.0,1315.0,561.0,38%,350.0,5.51,63%,64.0,11380.0,7334.0,7040.0,25816.0,16420.0,1107.0,110.0,8181.0,25816.0,APOLLOTYRE.NS,,,,,,
Mar 2022,20948.0,18353.0,2595.0,12%,118.0,465.0,1400.0,848.0,25%,639.0,10.06,32%,64.0,11689.0,7061.0,8228.0,27041.0,17591.0,618.0,481.0,8350.0,27041.0,APOLLOTYRE.NS,,,,,,
Mar 2023,24568.0,21235.0,3333.0,14%,64.0,551.0,1419.0,1427.0,27%,1046.0,16.47,27%,64.0,12515.0,6421.0,8282.0,27281.0,17653.0,253.0,436.0,8940.0,27281.0,APOLLOTYRE.NS,,,,,,
Mar 2024,25378.0,20909.0,4468.0,18%,77.0,527.0,1478.0,2540.0,32%,1722.0,27.11,22%,64.0,13839.0,4905.0,8068.0,26875.0,17006.0,348.0,532.0,8989.0,26875.0,APOLLOTYRE.NS,,,,,,
Mar 2025,26123.0,22528.0,3595.0,14%,-80.0,470.0,1498.0,1547.0,28%,1121.0,17.66,28%,64.0,14702.0,4410.0,8051.0,27227.0,16411.0,435.0,45.0,10335.0,27227.0,APOLLOTYRE.NS,,,,,,
Mar 2014,11859.0,11437.0,422.0,4%,613.0,805.0,530.0,-300.0,-23%,-222.0,-0.31,0%,266.0,3723.0,8500.0,5035.0,17524.0,7573.0,297.0,1165.0,8491.0,17524.0,ASHOKLEY.NS,,,,,,
Mar 2015,15708.0,14191.0,1517.0,10%,-106.0,872.0,580.0,-42.0,415%,-205.0,0.24,96%,285.0,4227.0,9070.0,6011.0,19592.0,6529.0,216.0,1499.0,11348.0,19592.0,ASHOKLEY.NS,,,,,,
Mar 2016,21260.0,18281.0,2979.0,14%,-321.0,925.0,524.0,1209.0,41%,712.0,1.2,40%,285.0,4979.0,11054.0,5806.0,22123.0,5890.0,87.0,1031.0,15115.0,22123.0,ASHOKLEY.NS,,,,,,
Mar 2017,22871.0,19826.0,3045.0,13%,406.0,1049.0,573.0,1829.0,11%,1633.0,2.79,28%,285.0,6108.0,13168.0,7048.0,26609.0,6591.0,244.0,1933.0,17841.0,26609.0,ASHOKLEY.NS,,,,,,
Mar 2018,29636.0,25387.0,4248.0,14%,190.0,1227.0,646.0,2565.0,29%,1814.0,3.01,40%,293.0,7128.0,15791.0,10171.0,33383.0,6596.0,439.0,4383.0,21965.0,33383.0,ASHOKLEY.NS,,,,,,
Mar 2019,33197.0,28287.0,4910.0,15%,139.0,1502.0,676.0,2872.0,24%,2195.0,3.54,44%,294.0,8452.0,19168.0,11212.0,39126.0,6695.0,678.0,1492.0,30261.0,39126.0,ASHOKLEY.NS,,,,,,
Mar 2020,21951.0,18718.0,3233.0,15%,57.0,1802.0,750.0,739.0,38%,460.0,0.57,44%,294.0,7495.0,22417.0,7924.0,38130.0,8031.0,574.0,960.0,28565.0,38130.0,ASHOKLEY.NS,,,,,,
Mar 2021,19454.0,16992.0,2462.0,13%,207.0,1901.0,836.0,-67.0,4%,-70.0,-0.28,-107%,294.0,7568.0,24077.0,10119.0,42058.0,8484.0,336.0,1096.0,32143.0,42058.0,ASHOKLEY.NS,,,,,,
Mar 2022,26237.0,23472.0,2765.0,11%,-230.0,1869.0,866.0,-200.0,43%,-285.0,-0.61,-82%,294.0,7010.0,24145.0,12125.0,43574.0,7895.0,240.0,2652.0,32787.0,43574.0,ASHOKLEY.NS,,,,,,
Mar 2023,41673.0,36580.0,5093.0,12%,166.0,2094.0,900.0,2265.0,40%,1359.0,2.11,62%,294.0,8258.0,31161.0,14984.0,54697.0,8146.0,268.0,4852.0,41430.0,54697.0,ASHOKLEY.NS,,,,,,
Mar 2024,45703.0,37848.0,7856.0,17%,160.0,2982.0,927.0,4106.0,34%,2696.0,4.23,59%,294.0,8711.0,40802.0,17788.0,67595.0,8157.0,415.0,2329.0,56695.0,67595.0,ASHOKLEY.NS,,,,,,
Mar 2025,48535.0,39327.0,9208.0,19%,405.0,3930.0,1087.0,4596.0,26%,3383.0,5.29,59%,294.0,11938.0,49962.0,19352.0,81546.0,8837.0,577.0,6610.0,65523.0,81546.0,ASHOKLEY.NS,,,,,,
Mar 2014,12220.0,10217.0,2004.0,16%,124.0,48.0,246.0,1834.0,31%,1263.0,12.71,42%,96.0,3943.0,249.0,3787.0,8075.0,2562.0,72.0,1424.0,4019.0,8075.0,ASIANPAINT.NS,,,,,,
Mar 2015,13615.0,11372.0,2243.0,16%,142.0,42.0,266.0,2077.0,31%,1427.0,14.54,42%,96.0,4646.0,418.0,3754.0,8914.0,2660.0,196.0,1588.0,4471.0,8914.0,ASIANPAINT.NS,,,,,,
Mar 2016,14271.0,11546.0,2725.0,19%,213.0,49.0,276.0,2614.0,32%,1803.0,18.19,41%,96.0,6429.0,323.0,3711.0,10559.0,3416.0,107.0,2712.0,4324.0,10559.0,ASIANPAINT.NS,,,,,,
Mar 2017,15062.0,12068.0,2994.0,20%,338.0,37.0,335.0,2960.0,32%,2016.0,20.22,51%,96.0,7508.0,560.0,4241.0,12405.0,3304.0,258.0,2652.0,6192.0,12405.0,ASIANPAINT.NS,,,,,,
Mar 2018,16825.0,13621.0,3204.0,19%,336.0,41.0,360.0,3138.0,33%,2098.0,21.26,41%,96.0,8314.0,533.0,4820.0,13763.0,3732.0,1405.0,2141.0,6485.0,13763.0,ASIANPAINT.NS,,,,,,
Mar 2019,19240.0,15475.0,3765.0,20%,274.0,110.0,622.0,3306.0,33%,2208.0,22.48,47%,96.0,9375.0,1320.0,5459.0,16249.0,6497.0,210.0,2569.0,6974.0,16249.0,ASIANPAINT.NS,,,,,,
Mar 2020,20211.0,16049.0,4162.0,21%,350.0,102.0,780.0,3629.0,24%,2774.0,28.2,43%,96.0,10034.0,1118.0,4889.0,16138.0,6272.0,140.0,2019.0,7707.0,16138.0,ASIANPAINT.NS,,,,,,
Mar 2021,21713.0,16857.0,4856.0,22%,332.0,92.0,791.0,4304.0,26%,3207.0,32.73,55%,96.0,12710.0,1093.0,6456.0,20355.0,5859.0,183.0,4737.0,9577.0,20355.0,ASIANPAINT.NS,,,,,,
Mar 2022,29101.0,24298.0,4804.0,17%,296.0,95.0,816.0,4188.0,26%,3085.0,31.59,61%,96.0,13716.0,1587.0,7560.0,22958.0,5519.0,426.0,3248.0,13765.0,22958.0,ASIANPAINT.NS,,,,,,
Mar 2023,34489.0,28229.0,6260.0,18%,431.0,144.0,858.0,5689.0,26%,4195.0,42.81,60%,96.0,15896.0,1933.0,7854.0,25779.0,5770.0,1020.0,4262.0,14728.0,25779.0,ASIANPAINT.NS,,,,,,
Mar 2024,35495.0,27910.0,7585.0,21%,821.0,205.0,853.0,7348.0,24%,5558.0,56.92,58%,96.0,18632.0,2474.0,8698.0,29901.0,7147.0,2698.0,4588.0,15468.0,29901.0,ASIANPAINT.NS,,,,,,
Mar 2025,33906.0,27899.0,6006.0,18%,350.0,227.0,1026.0,5103.0,27%,3710.0,38.23,65%,96.0,19304.0,2290.0,8665.0,30355.0,9220.0,1254.0,4725.0,15156.0,30355.0,ASIANPAINT.NS,,,,,,
Mar 2014,1057.0,902.0,155.0,15%,2.0,31.0,22.0,105.0,24%,79.0,1.26,5%,11.0,304.0,142.0,237.0,694.0,289.0,8.0,0.0,397.0,694.0,ASTRAL.NS,,,,,,
Mar 2015,1410.0,1242.0,168.0,12%,3.0,25.0,36.0,110.0,29%,78.0,2.89,6%,12.0,607.0,203.0,344.0,1165.0,557.0,27.0,0.0,582.0,1165.0,ASTRAL.NS,,,,,,
